File,Iteration,Connected,Size,Clustersize,Total_CZ,Still_CZ,Ratio,Saved_entanglement_by_color
wstate_indep_qiskit_31,0,True,"[4, 4, 2, 2, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2]",3,60,40,0.6666666666666666,"{1: 200, 2: 200, 3: 0, 4: 0, 5: 200, 6: 200, 7: 0, 8: 200, 9: 200, 10: 200, 11: 200, 12: 200, 13: 0, 14: 200, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0}"
wstate_indep_qiskit_31,0,True,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4]",4,60,30,0.5,"{1: 200, 2: 200, 3: 200, 4: 200, 5: 200, 6: 200, 7: 200, 8: 200, 9: 200, 10: 0, 11: 200, 12: 200, 13: 200, 14: 200, 15: 200, 16: 200}"
wstate_indep_qiskit_31,0,True,"[4, 8, 4, 8, 8, 4, 8, 4, 4, 4, 4, 8, 4]",5,60,24,0.4,"{1: 200, 2: 400, 3: 200, 4: 400, 5: 400, 6: 200, 7: 400, 8: 200, 9: 200, 10: 200, 11: 200, 12: 400, 13: 200}"
graphstate_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,31,31,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
graphstate_indep_qiskit_31,0,True,"[4, 2, 2, 2, 4, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 2, 4, 4, 4]",3,31,21,0.6774193548387096,"{1: 100, 2: 0, 3: 0, 4: 0, 5: 100, 6: 100, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 100, 13: 100, 14: 0, 15: 0, 16: 100, 17: 100, 18: 0, 19: 100, 20: 100, 21: 100}"
graphstate_indep_qiskit_31,0,True,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4]",4,31,16,0.5161290322580645,"{1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100, 10: 100, 11: 100, 12: 0, 13: 100, 14: 100, 15: 100, 16: 100}"
graphstate_indep_qiskit_31,0,True,"[8, 8, 4, 8, 4, 8, 8, 4, 4, 4, 4, 4, 4]",5,31,13,0.41935483870967744,"{1: 200, 2: 200, 3: 100, 4: 200, 5: 100, 6: 200, 7: 200, 8: 100, 9: 100, 10: 100, 11: 100, 12: 100, 13: 100}"
ghz_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,30,30,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
ghz_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4]",3,30,20,0.6666666666666666,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 100, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 100, 13: 0, 14: 100, 15: 100, 16: 100, 17: 100, 18: 100, 19: 100, 20: 100, 21: 100}"
ghz_indep_qiskit_31,0,True,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 8, 4, 4, 4, 2]",4,30,15,0.5,"{1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100, 10: 100, 11: 0, 12: 200, 13: 100, 14: 100, 15: 100, 16: 0}"
ghz_indep_qiskit_31,0,True,"[8, 4, 8, 8, 4, 8, 4, 4, 8, 4, 4, 4, 4]",5,30,12,0.4,"{1: 200, 2: 100, 3: 200, 4: 200, 5: 100, 6: 200, 7: 100, 8: 100, 9: 200, 10: 100, 11: 100, 12: 100, 13: 100}"
qpeinexact_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,963,963,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
qpeinexact_indep_qiskit_31,0,True,"[2, 4, 2, 4, 2, 32, 2, 4, 2, 2, 4, 2, 2, 2, 2, 4, 2, 2, 4, 2, 2]",3,963,931,0.9667705088265836,"{1: 0, 2: 200, 3: 0, 4: 200, 5: 0, 6: 2000, 7: 0, 8: 200, 9: 0, 10: 0, 11: 200, 12: 0, 13: 0, 14: 0, 15: 0, 16: 200, 17: 0, 18: 0, 19: 200, 20: 0, 21: 0}"
qpeinexact_indep_qiskit_31,0,True,"[4, 4, 2, 4, 2, 4, 32, 2, 2, 4, 4, 4, 4, 4, 4, 4]",4,963,891,0.9252336448598131,"{1: 200, 2: 500, 3: 0, 4: 500, 5: 0, 6: 500, 7: 2000, 8: 0, 9: 0, 10: 500, 11: 500, 12: 500, 13: 500, 14: 500, 15: 500, 16: 500}"
qpeinexact_indep_qiskit_31,0,True,"[4, 4, 128, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",5,963,879,0.9127725856697819,"{1: 200, 2: 200, 3: 4200, 4: 200, 5: 200, 6: 500, 7: 200, 8: 200, 9: 500, 10: 500, 11: 500, 12: 500, 13: 500}"
qpeexact_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,958,958,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
qpeexact_indep_qiskit_31,0,True,"[2, 4, 2, 2, 2, 2, 2, 2, 4, 2, 4, 32, 2, 2, 4, 4, 2, 4, 2, 2, 2]",3,958,930,0.9707724425887265,"{1: 0, 2: 200, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 200, 10: 0, 11: 200, 12: 1600, 13: 0, 14: 0, 15: 200, 16: 200, 17: 0, 18: 200, 19: 0, 20: 0, 21: 0}"
qpeexact_indep_qiskit_31,0,True,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 64, 2, 2, 2, 2]",4,958,885,0.9237995824634656,"{1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 200, 7: 0, 8: 500, 9: 500, 10: 500, 11: 500, 12: 2600, 13: 0, 14: 0, 15: 0, 16: 0}"
qpeexact_indep_qiskit_31,0,True,"[4, 64, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4]",5,958,890,0.9290187891440501,"{1: 500, 2: 2700, 3: 200, 4: 300, 5: 600, 6: 200, 7: 200, 8: 500, 9: 200, 10: 500, 11: 500, 12: 200, 13: 200}"
