File,Iteration,Connected,Size,Clustersize,Total_CZ,Still_CZ,Ratio,Saved_entanglement_by_color
wstate_indep_qiskit_31,0,True,"[4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,60,30,0.5,"{1: 200, 2: 0, 3: 200, 4: 200, 5: 200, 6: 200, 7: 200, 8: 200, 9: 200, 10: 200, 11: 200, 12: 200, 13: 200, 14: 200, 15: 200, 16: 200}"
wstate_indep_qiskit_31,0,True,"[4, 8, 4, 4, 4, 4, 8, 8, 8, 4, 8, 4, 4]",5,60,24,0.4,"{1: 200, 2: 400, 3: 200, 4: 200, 5: 200, 6: 200, 7: 400, 8: 400, 9: 400, 10: 200, 11: 400, 12: 200, 13: 200}"
graphstate_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,31,31,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
graphstate_indep_qiskit_31,0,True,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",3,31,21,0.6774193548387096,"{1: 100, 2: 100, 3: 100, 4: 0, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100, 10: 0, 11: 100, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 100}"
graphstate_indep_qiskit_31,0,True,"[4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,31,16,0.5161290322580645,"{1: 100, 2: 100, 3: 0, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100, 10: 100, 11: 100, 12: 100, 13: 100, 14: 100, 15: 100, 16: 100}"
graphstate_indep_qiskit_31,0,True,"[4, 4, 8, 4, 8, 8, 4, 8, 4, 4, 8, 4, 4]",5,31,13,0.41935483870967744,"{1: 100, 2: 100, 3: 200, 4: 100, 5: 200, 6: 200, 7: 100, 8: 200, 9: 100, 10: 100, 11: 200, 12: 100, 13: 100}"
ghz_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,30,30,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
ghz_indep_qiskit_31,0,True,"[4, 4, 2, 2, 4, 2, 2, 2, 4, 4, 2, 4, 4, 4, 4, 2, 2, 2, 2, 4, 2]",3,30,20,0.6666666666666666,"{1: 100, 2: 100, 3: 0, 4: 0, 5: 100, 6: 0, 7: 0, 8: 0, 9: 100, 10: 100, 11: 0, 12: 100, 13: 100, 14: 100, 15: 100, 16: 0, 17: 0, 18: 0, 19: 0, 20: 100, 21: 0}"
ghz_indep_qiskit_31,0,True,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,30,15,0.5,"{1: 100, 2: 100, 3: 100, 4: 0, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100, 10: 100, 11: 100, 12: 100, 13: 100, 14: 100, 15: 100, 16: 100}"
ghz_indep_qiskit_31,0,True,"[4, 4, 4, 8, 8, 4, 8, 8, 8, 4, 4, 4, 4]",5,30,12,0.4,"{1: 100, 2: 100, 3: 100, 4: 200, 5: 200, 6: 100, 7: 200, 8: 200, 9: 200, 10: 100, 11: 100, 12: 100, 13: 100}"
qpeinexact_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,963,963,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
qpeinexact_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 32, 2, 4, 2, 2, 2, 2, 2, 4, 8, 4, 2, 2, 4, 2]",3,963,929,0.9646936656282451,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2000, 8: 0, 9: 200, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 200, 16: 600, 17: 200, 18: 0, 19: 0, 20: 200, 21: 0}"
qpeinexact_indep_qiskit_31,0,True,"[2, 2, 4, 4, 2, 4, 4, 2, 4, 4, 64, 4, 4, 4, 4, 2]",4,963,886,0.9200415368639667,"{1: 0, 2: 0, 3: 500, 4: 500, 5: 0, 6: 500, 7: 500, 8: 0, 9: 500, 10: 500, 11: 3000, 12: 500, 13: 500, 14: 500, 15: 200, 16: 0}"
qpeinexact_indep_qiskit_31,0,True,"[4, 4, 4, 4, 4, 4, 4, 4, 8, 4, 64, 4, 4]",5,963,884,0.9179646936656283,"{1: 200, 2: 500, 3: 500, 4: 500, 5: 500, 6: 200, 7: 200, 8: 500, 9: 900, 10: 200, 11: 3000, 12: 200, 13: 500}"
qpeexact_indep_qiskit_31,0,True,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,958,958,1.0,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0, 24: 0, 25: 0, 26: 0, 27: 0, 28: 0, 29: 0, 30: 0, 31: 0}"
qpeexact_indep_qiskit_31,0,True,"[2, 2, 2, 32, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 4, 4, 2, 2, 2, 2]",3,958,928,0.9686847599164927,"{1: 0, 2: 0, 3: 0, 4: 1500, 5: 0, 6: 0, 7: 0, 8: 0, 9: 200, 10: 200, 11: 200, 12: 200, 13: 0, 14: 0, 15: 0, 16: 200, 17: 500, 18: 0, 19: 0, 20: 0, 21: 0}"
qpeexact_indep_qiskit_31,0,True,"[4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 2, 2, 64, 4, 2, 4]",4,958,883,0.9217118997912317,"{1: 500, 2: 500, 3: 500, 4: 0, 5: 0, 6: 500, 7: 500, 8: 500, 9: 500, 10: 500, 11: 0, 12: 0, 13: 2500, 14: 500, 15: 0, 16: 500}"
qpeexact_indep_qiskit_31,0,True,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 128, 4]",5,958,876,0.9144050104384134,"{1: 200, 2: 500, 3: 200, 4: 200, 5: 500, 6: 500, 7: 500, 8: 500, 9: 200, 10: 200, 11: 500, 12: 3700, 13: 500}"
